-9.11	-2.99	-3	1.98	9.82	-9.12
7.56	9.86	-1.95	5.32	-8.37	-10.44
-2.97	-1.79	-0.1	-10.52	10.57	7.14
-2.05	-10.46	-6.14	1.23	-10.4	8.97
3.17	-5.27	-7.68	6.95	3.96	3.29
7.34	7.14	5.42	-4.57	10.66	8.14
-5.39	8.69	8.86	-10.61	1.39	-10.55
9.01	5.34	4.23	4.94	-5.09	-7.92
2.7	-4.6	7.91	-8.86	-2.59	-2.56
10	9.6	8.79	-7.07	2.24	-10.35
2.4	-5.61	-1.35	-2.4	8.55	10.26
-2.35	-7.7	5.3	-3.41	7.47	-8.4
0.71	-1.95	-1.59	-1.52	8.95	10.95
-0.45	-1.42	-3.12	0.44	-8.74	7.19
-5.03	-0.88	-6.32	-3.9	7.83	8.08
1.95	2.13	2.1	-3.44	-9.4	8.05
-2.36	3.37	-4.88	8.85	-4.44	-6.01
-0.67	-3.2	-4.28	6.13	-7.32	6.02
-4.92	-10.97	3.41	-1.2	7.39	5.77
-0.32	-9.58	6.42	8.77	5.83	-4.3
-5.97	3.99	-6.62	-3.94	-8.97	7.87
2.33	4.73	6.55	-1.75	1.81	-5.01
0.44	-6.81	-3.94	3.86	6.08	-9.01
-1.14	-5.16	-9.29	-8.22	4.55	0.96
7.82	1.98	-10.3	-9.59	-3.94	-9.97
6.4	-4.91	9.58	10.01	9.3	-8.67
5	-0.01	7.04	2.82	9.8	-9.4
4.56	-9.26	0.01	6.66	0.25	-6.81
-4.43	-6.61	-6.91	-1.95	6.99	-5.41
1.2	-3.2	-10.15	-1.99	-4.54	7.49
2.61	-0.7	7.71	-1.19	-3.2	8.98
10.79	7.32	-7.01	-1.62	7.5	-10.4
9.1	4.79	-3.82	5.05	9.92	-7.29
7.65	-1.58	-10.07	-4.14	-5.83	0.69
-5.65	7.99	-6.39	2.34	7.22	-9.92
-3.63	2.38	-3.68	-4.36	1.68	-6.91
-1.54	6.51	0.08	-1.2	-3.39	7.43
0.56	1.74	-8.06	0.89	-9.03	0.71
-3.1	1.9	-4.57	4.32	2.83	-2.54
1.09	-1.21	-4.54	-9.2	-3.47	5.26
1.47	10.07	0.57	6.25	-2.06	-10.55
3.68	7.27	0.47	-6.5	5.6	7.71
-5.08	0.29	-8.82	2.94	-7.8	-0.42
1.34	5.93	7.74	-3.17	-8.54	-6.96
-3.83	5.82	6.38	7.37	-3.52	3.11
5.48	3.11	-8.18	-9.49	2.06	-10.39
-0.43	-8.54	-9.29	-8.25	-5.01	2.9
5.08	-7.54	7.96	11.03	-2.82	-10.95
-5.01	-6.25	0.54	3.99	-6.47	-2.65
1.68	3.01	9.23	9.26	-2.01	-0.93
-3.97	0.02	8.5	8.8	-6.57	-6.63
10.6	1.56	-8.99	-3.39	9.09	4.1
-8.75	-9.76	-8.67	1.16	-2.8	-5.39
-0.95	-7.08	1.77	-3.18	-6.64	-0.05
4.62	-6.9	-5.92	-2.27	-9.3	3.05
9.13	-10.09	9.42	8.53	5.83	-3.17
6.47	-9.12	1.14	-0.11	4.04	-3.09
4.67	8.38	2.49	-2.61	-7.3	-10.29
-10.81	3.34	-8.66	-8.98	-4.98	7.11
8.18	10.03	4.02	-3.89	3.7	-0.53
-2.12	7.88	2.14	7.77	-1.04	-7.72
1.41	9.56	9.56	-8.91	8.82	10.93
-4.02	4.86	9.81	-4.14	-6.4	-4.44
-4.2	6.07	-10.96	-7.33	-8.46	9.14
-0.9	8.3	-1.88	4.5	5.41	-7.26
-6.39	4.46	-9.67	-5.8	5.27	-6.59
-2.37	1.95	9.58	-2.31	3.14	-6.38
-3.07	7.29	10.13	-0.4	-2.01	-0.19
-5.51	-0.53	8.57	4.19	-0.05	3.8
-9.23	-10.14	-7.26	7	8.57	2.18
-0.84	2.75	-1.15	6.36	8.4	-1.29
-4.31	-5.93	-3.56	-4.87	2.03	2.02
-5.52	-8.01	3.7	2.3	0.42	-7.56
-4.79	-8.16	-3.55	9.78	5.39	1.58
4.6	-0.34	3.89	-0.28	-6.92	-5.03
6.12	1.67	5.95	9.13	-8.14	-0.15
0.76	-9.04	-1.8	7.76	2.92	-9.71
-3.24	-2.75	-0.49	7.05	1.28	8.59
-5.84	-0.88	4.74	-3.97	-8.45	-7.07
8.77	0.7	2.92	10.12	-3.09	-7.88
-0.21	0.01	0.14	5.6	-1.41	-2.14
-6.44	10.62	6.07	9	-6.6	-0.1
-6.25	-8.78	-8.99	2.43	1.18	-1.16
-8.46	-6.39	-5.92	0.27	10.34	-1.23
-8.79	5.99	6.78	-4.11	1.18	6.56
6.93	-3.35	-1.09	-9.05	-1.9	-3.8
-5.98	-1.48	-0.12	1.45	-0.5	6.2
0.38	-9.46	8.27	4.04	-9.07	-6.04
4.87	8.56	-2.46	-8.7	-0.02	2.53
-4.68	-0.76	-0.3	2.6	2.28	-2.25
-3.76	-8.37	8.38	-9.9	7.5	-9.41
5.21	3.75	-6.4	-7.23	8.9	-6.65
-5.33	-7.42	5.6	-7.63	-0.08	4.84
-1.73	-9.91	4.84	7.91	8.04	-2.45
3.31	-0.31	-0.19	-0.08	5.93	-8.36
7.18	-5.52	-3.87	-8.31	-7.09	-0.71
-1.47	-7.56	8.01	5.9	-9.67	-1.7
9.29	-3.14	4.29	2.22	-7.32	-0.82
6.67	-4.3	1.19	-0.5	-1.97	9.66
0.01	0.72	10.43	6.82	2.18	-6.08
8.83	2	-8.89	9.16	-6.83	9.94
2.97	-10.5	-9.92	7.07	0.9	-9
5.99	-9.48	5.8	10.05	-7.03	5.28
9.07	-7.1	2.21	-5.79	1.22	2.21
0.98	1.29	-9.91	-6.55	8.83	1.77
-8.04	-5.95	-1.75	7.09	2.39	1.66
9.88	6.57	7.08	-10.23	-1.67	5.78
-4.22	7.83	4.52	3.63	5.38	7
-4.49	8.36	-5.2	9.29	1.1	-3.23
-2.29	-6.99	9.33	5.47	-1.04	-9.8
3.72	1.07	9.2	7.82	-3.24	8.09
-10.42	6.33	-0.82	8.24	-8.72	1.1
7.3	-0.94	5.99	5.79	8.42	-3.14
-1.12	-4.18	-2.44	-5.02	-0.06	-7.26
-3.71	8.77	-9.41	8.04	2.24	-2.63
3	7.61	10.84	6.35	-6.01	-5.15
-1.05	3.46	-1.4	-1.1	9.58	-0.17
-0.93	4.01	3.42	-0.06	6.56	9.91
-4.46	2.26	-7.66	3.35	-8.69	-6.6
10.35	-6.14	9.6	-5.1	-8.99	8.55
1.41	-3.8	3.94	-7.5	-6.6	-1.13
8.92	-7.6	3.54	-6.2	-3.02	-2.19
-7.88	-7.77	5.59	-0.34	5.08	-8.77
3.19	3.82	-4.01	7.05	-3.17	-0.09
6.38	6.34	-8.36	-5.63	-1.85	-9.43
10.3	-2.67	7.68	1.72	7.05	-0.48
6.26	-10.83	1.04	-1.24	-9.5	-2.37
6.76	5.47	-4.62	1.44	4.8	3.66
4.85	-4.66	-7.98	8.47	1.09	3.89
-7.44	1.13	-3.09	3.25	1.44	8.4
6.71	-5.62	-2.69	0.66	-0.22	8.95
7.02	-3.22	-5.5	-0.95	-8.78	-4.81
-1.54	-0.72	-7.44	2.57	-8.7	-4.21
7.23	-3.7	9.07	2.68	-5.09	-1.13
-8.55	-6.55	-3.91	-2.55	-0.24	5.85
-6.31	0.01	-7.04	-4.72	7.13	8.51
6.14	5.58	-4.58	4.97	1.66	3.68
-2.3	8.59	6.85	-5.7	3.37	7.68
-0.64	-4.48	4.63	-2.6	3.01	6.89
2.51	5.75	6.05	1.14	2.4	0.94
5.59	8.26	2.82	3.6	8.18	4.34
0.25	6.3	1.86	-7.1	-10.31	-10.09
8.91	0.03	-0.51	-3.86	-6.18	6.61
-5.83	1.57	-9.26	6.42	4.84	0.96
-9.73	8.68	0.07	-4.7	6.97	8.9
4.97	-6.64	0.1	6.83	-5.81	0.98
2.57	3.44	2.56	2.07	5.19	-2.33
-10	0.2	-8.74	-6.26	-5.11	3.42
10.02	-0.2	-7.2	2.08	9.87	-6.64
3.66	-8.07	-5.22	9.36	-5.65	-6.54
-9.04	-4.77	-0.57	9.2	4.36	-9.49
-0.87	10.1	3.6	7.04	6.26	-8.03
-1.84	-2.16	-3.13	-7.21	7.03	-9.97
-5.62	-8.6	9.46	8.19	2.65	5.78
3.27	-3.75	-8	-8.41	-6.66	4.3
3.95	-4.06	9.48	7.08	6.17	3.1
-4.03	-8.55	-9.49	5.6	-8.26	9.02
8.74	5.2	7.31	8.37	-8.84	1.97
-7.01	0.71	5.94	-8.7	-0.37	10.62
-0.58	3.98	0.31	0.57	-7.09	2
-5.89	-2.03	-4	-8.56	3.58	0.95
3.49	-9.16	-3.57	-2.45	9.04	7.58
-3.87	-8.94	9.8	5.94	-7.89	-10.08
-8.79	9.04	4.65	4.96	-0.6	-2.02
-10.91	2	-10.03	-1.57	-1.07	5.19
1.41	-6.21	-6.19	-6.78	4.38	5.33
-9.82	6.94	-2.66	-9.06	-9.1	-9.75
-5.23	9.49	8.11	4.79	2.35	-7.21
6.66	9.66	-6.91	2.75	8	5.36
-0.95	8.38	0.5	-2.2	-0.03	2.92
8.3	5.16	5.98	-10.11	-6.8	7.32
-4.79	5.39	10.73	2.14	3.63	-0.4
-1.39	-5.43	7.88	-3.76	-6.41	0.86
2.36	-3.99	-10.66	10.29	-7.44	6.83
-2.03	-5.25	1.17	6.41	-4.81	-8.07
1.16	-1.44	-10.64	-6.86	8.39	-8
7.41	-2.03	6.17	3.86	4.5	2.15
2.44	-6.68	-1.98	-9.79	-0.77	1.35
-10.25	-8.97	2.23	4.76	4.43	-5.03
-5.39	-5.34	3.37	-2.27	8.63	1.58
2.86	-0.77	-5.3	6.1	5.02	4.93
-7.52	-8.05	5.74	-6.3	-7.18	-1.11
0.43	0.48	3.97	7.64	2.79	-6.46
5.45	-6.9	8.96	1.17	2.42	0.53
-2.3	10.57	1.42	-4.48	-4.47	5.93
4.9	5.06	3.37	6.84	-8.03	-8.47
7.05	-8.9	4.54	2.44	-7.83	-4.14
-8.6	2.7	3.06	-0.96	4.91	-3.06
2.41	2.06	-1.55	-2.48	8.49	7.63
-8.66	3.26	7.07	-9.75	6.51	-2
2.23	10.5	-3.89	-3.65	-9.68	3.29
-7.72	4.78	-8.29	7.69	4.92	3.99
5.57	2.28	7.6	-10.25	3.18	-8
2.02	-9.74	-1.17	8.9	6.45	-2.19
9.4	-9.6	-4.9	3.78	2.4	2.35
4.53	-8.4	-7.05	5.89	1.63	-9.11
-5.13	-2.33	-7.05	5.61	-2.2	-3.98
6.67	-3.24	4.91	6.11	2.83	-7.19
-6.3	4.4	0.7	-3.21	-1.42	-3.43
-4.82	3.22	-3.77	-10.27	1.5	9.64
2.27	1.03	-1.77	10.89	7.51	5.15
-5.6	2.79	-7.33	-5.8	-2	6.35
1.82	5.83	-7.66	-6.8	-8.61	3.47
8.65	7.44	2.61	-5.65	6.02	-9.83
9.97	1.76	0.65	0.43	-2.34	9.44
-7.03	1.35	8.38	6.83	-8.81	-0.35
-9.64	9.37	0.92	-5.59	-7.99	-9.71
-9.47	5.52	-1.18	9.79	10.2	10.22
3.3	7	-9.49	0.19	-4.49	9.5
-7.46	0.58	-6.94	9.8	-4.93	3.78
-7.61	7.29	9.84	0.93	-2.97	-6.45
9.23	-9.69	7.7	8.77	-1.93	8.82
-10.69	4.37	-3.81	5.36	-1.53	-5.27
2.82	-2.63	-0.97	-3.69	-2.17	4.51
8.8	7.84	-3.9	-5.91	0.46	-0.48
8.69	-4.28	2.98	2.71	9.24	8.56
1.98	-9.83	8.79	7.25	2.95	6.84
-8.91	1.17	-3.39	-2.73	-9.27	-9.8
-10.26	5.1	6.32	2.26	-4.64	7.13
-8.55	-3.83	1.15	1.33	-5.5	3.08
-6.97	9.79	5.73	-1.35	0.21	5.34
-5.74	-9.47	-5.42	5	-10.96	-10.26
-4.85	-3.02	-9.55	-1.3	-4.04	-2.85
9.7	4.99	-4.02	9.31	-8.73	-4.73
-9.57	1.55	-8.87	-9.96	7.31	0.33
-8.99	-4.9	3.04	5.47	9.5	-8.31
5.05	-2.98	9.81	0.96	-8.96	-1.46
-0.89	-4.94	1.71	-0.68	-1.14	5.98
-8.46	-5.9	-0.63	4.01	-5.69	7.22
3.36	1.65	-5.03	5.12	-4.7	-5.5
-2.57	0.52	3.77	-0.63	-5.25	-9.05
-3.2	0.26	7.66	8.95	10.36	-9.41
-5.21	2.94	4.28	1.56	6.54	-4.14
-10.34	-7.67	-6.61	9.37	7	-7.64
-3.87	-5.15	5.21	-2.18	-10.43	7.38
5.36	-7.33	-3.2	-1.79	-10.55	-5.65
-4.41	-3.1	3.78	10.84	3.8	8
1.2	-3.51	9.1	2.92	-7.46	4.93
4.51	-6.66	0.35	0.16	2.43	-0.32
-2.09	1.79	4.75	-7.88	-8.51	5.74
-4.74	-1.1	-6.31	5.77	5.48	-1.87
9.64	-7.65	-9.05	8.2	0.22	-6.48
-9.03	-4.47	9.05	-3.93	8.95	4.73
8.02	8.54	7.26	4.21	9.64	-1.52
5.85	-1.6	-2.23	-4.15	2.46	6.91
3.35	7.16	-9.1	5.8	7.97	7.23
-8.62	10.85	-4.87	7.55	0.9	-2.24
-2.7	-1.1	-9.95	1.35	3.3	1.49
6.3	-7.13	2.36	0.55	8.89	10.8
3.79	5.89	-3.42	-9.42	-9.51	4.99
-9.28	1.16	-1.23	1.35	2.08	-1.6
4.62	7.8	-6.9	1.41	-7.11	-1.07
3.74	-2.74	7.02	-1.06	1.96	-6.79
5.13	-9.11	3.88	-0.18	7.51	-9.53
-8.52	-2.88	6.98	-1.14	-5.44	1.07
0.17	9.68	-5.97	-7.52	10.53	1.8
6.62	-6.3	-0.1	2.44	8.37	-7.45
0.68	-6.09	-8.34	0.02	-6.12	6.21
7.62	-9.31	1.54	9	8.36	-7.48
8.56	-6.14	-1.3	7.66	1.07	-6.57
5.05	8.65	3.49	-7.09	9.09	1.04
1.01	2.09	-5.6	-10.33	-9.87	9.82
5.12	1.79	-6.7	1.97	-3.9	9.31
-2.24	1.73	-8.17	-2.99	0.39	4.63
-1.05	9.5	-7.5	-0.58	-1.39	0.25
-8.94	-5.88	-3.26	4.47	-9.5	-8.21
-7.9	4.19	6.33	9.97	-4.6	7.09
2.77	2.95	1.45	5.11	-7.98	4.01
8.2	-6.59	1.68	5.6	7.31	-3.48
0.15	-8.6	6.54	1.06	9.82	-4.85
1.18	-1.76	0.07	10.05	6.9	0.69
4.88	-5.16	-1.95	7.56	-10.05	-10.26
8.95	9.26	-6.02	3.96	-6.4	-3.38
-6.85	-5.28	-3.66	-9.06	-7.9	-3.32
3.9	-3.36	-3.94	9.29	5.77	7.29
4.4	-7.88	-8.42	4.64	-3.28	2.62
-3.66	9.58	-9.11	1.35	2.53	1.05
5.15	-9.09	-6.7	4.5	8.08	2.62
4.33	6.83	-5.01	-0.93	7.91	4.4
2.24	0.66	5.58	5.35	1.61	-2.93
7.88	9.79	-8.43	-7.48	-2.06	1.5
-2.4	-4.8	4.7	-1.6	1.96	7.54
4.17	1.93	4.8	3.16	-5.81	-8.02
-2.72	-9.87	8.23	6.19	5.61	-3.46
2.56	-0.99	5.01	-9.06	8.24	6.99
-6.77	-9	1.23	9.53	-5.37	-6.47
6.75	-8.05	-5.69	10.93	-9.86	10.23
-1.45	9.36	-0.7	10.18	2.58	-3.64
-3.56	3.85	10.88	6.47	6.46	-6.06
2.5	-6.84	-0.96	-6.31	4.06	-4.6
-2.17	4.73	-5.27	6.52	-4.28	-10.01
-2.04	0.8	-6	-5.42	-5.44	-9.63
-7.6	-5.58	-9.89	10.19	0.17	-3.27
-7.74	-6.61	4.14	-10.68	-9.2	-4.64
-0.59	0.49	-2.58	-1.38	-9.48	0.2
-5.95	4.5	-4.92	4.37	2.1	10.08
-7.2	5.11	5.78	-3.14	3.24	1.35
3.26	-5.5	-10.02	-8.8	4.43	-5.56
-0.72	-3.06	9.33	-2.65	-8.53	-5.63
-8.84	0.95	-7.8	-4.03	-3.5	-10.97
6.06	1.02	-6.24	-7.25	0.37	-9.73
5.14	-1.34	4.17	3.92	10.9	-9.3
9.53	4.29	-1.07	6.42	3.48	-4.82
-10.28	8.58	9.64	7.63	-8.09	-10.48
4.72	4.49	6.07	4.85	-8.22	3.69
-7.63	-4.27	7.27	-4.29	1.5	7.35
2.27	7.28	-10.45	-9.57	-4.9	-8.19
1.68	8.85	-7.42	-5.36	3.84	0.3
-1.77	-4.62	-7.09	-9.91	10.38	-8.2
0.97	3.03	6.46	-0.13	0.16	8.68
-4.04	1.22	4.29	-4.1	-8.19	-7.02
-5.66	-8	-7.2	6.91	3.77	4.76
-3.14	-9.67	8.44	-1.06	10.1	6.76
10.25	1.91	-8.99	-8.73	0.95	4.21
9.36	-2.25	5.62	-6.42	3.23	-8.81
0.28	3.63	-2.23	-8.71	10.21	3.7
-2.31	-3.98	-0.03	0.09	6.59	9.79
3.32	-4.44	-0.42	3.1	5.5	1.31
-3.87	-9.13	-5.33	-5.44	-2.21	2.11
2.1	8.66	-1.82	-7.78	10.75	4.07
-2.35	-8.8	0.4	-0.32	-5.22	8.33
-7.98	4.9	-4.64	-6.22	-2.3	6.44
-1.68	9.79	0.33	0.6	-3.01	-6.21
1.84	6.48	3.43	6.01	-4.14	-4.37
4.56	-1.11	0.06	3.89	-0.01	-1.38
-6.13	5.43	-2.06	1.07	-1.81	-8
-8.5	9.03	-2.09	5.2	-9.74	-8.8
-9.62	10.76	-2.08	9.88	10	5.35
-3.62	-10.46	-7.41	-1.73	-4.27	-4.49
4.89	7.39	9.73	-2.75	4.35	6.48
-5.57	6	-5.93	7.04	-7.65	7.09
6.66	0.47	-3.72	2.23	1.09	8.16
-0.85	5.92	2.46	4.99	2.92	-0.67
-9.8	-7.15	-6.57	-4.75	0.79	10.09
-2.95	5.88	-2.9	10.59	-5.2	2.52
0.05	-9.56	-2.65	9.54	7.33	-3.89
-1.29	-9.18	10.11	-0.8	-4.55	2.63
3.5	10.67	8.05	-7.56	4.99	3.63
-9.92	-1.21	4.8	0.82	8.97	9.72
-7.8	-5.8	-7.52	1.19	-9.64	3.88
-1.8	1.75	-10.68	-6.49	7.12	-5.72
0.73	-8.94	-0.25	5.11	-0.16	2.59
4.92	-9.79	-1.64	1.34	-6.21	1.64
-2.95	1.93	9.4	-8.01	1.88	5
-6.93	7.03	8.06	0.74	-5.34	7.12
-8.84	-3.68	-9.94	0.57	-6.22	6.17
-0.07	-4.47	-5.88	-6.02	-0.69	2
-0.09	7.64	-6.35	6.67	9.16	-4.5
0.81	-2.92	0.66	6.92	-4.9	-8.5
-3.9	-4.62	7.92	4.6	-6.29	0
0.91	9.9	-8.03	-2.71	5.72	-9.26
10.14	1.19	3.02	-2.01	3.58	-3.01
7	-7.39	-5.22	-8.98	-8.73	5.48
-3	7.22	-9.73	2.01	-4	5.7
-10.92	-6.43	6.8	1.69	-6.6	5.06
4.79	8.6	-2.8	-9.94	-0.07	-9.14
-8.58	1.93	8.53	-4.89	10.91	7.74
-4.43	-6.32	-6.45	5.5	-9.89	-9.69
3.47	-9.31	-6.44	-2.08	-3.16	-10.73
-8.38	-0.85	2.36	-5.03	4.46	-0.9
1.62	-4.39	-4.28	9.67	-2.97	-0.08
5.89	-10.26	3.77	-0.49	-8.3	-1.88
-5.19	3.03	3.64	-5.78	-5.47	4.26
-8.8	8.46	-0.7	-10.54	8.96	-7.28
4.9	-0.76	9.56	-1.69	5.13	-6.55
3.23	-10.05	-6.86	3.37	9.83	6.02
-7.52	2.32	-4.03	-9.36	-1.2	-9.14
-4.89	-9.58	-2.91	6.06	7.84	-5.61
7.56	-1.14	-0.07	-2.31	-2.53	0.46
1.98	-9.22	10.49	-6.18	10.41	-6.29
7.34	6.92	-5.54	-2.5	-2.06	-3.2
-5.36	10.26	-5.99	-7.22	8.25	6.1
9.54	6.88	9.32	-4.88	4	3.25
-6.73	-5.97	-7.33	0.29	4.74	2.6
7.17	-9.73	-6.74	-10.24	2.34	-2.43
5.8	7.41	10.23	-8.2	-7.59	1.64
-1.48	-8.35	-10.23	1.46	-3.66	2.95
-8.78	-9.71	-6.11	-4.48	-6.92	9.29
9.47	1.57	-7.04	2.34	6.41	2.47
-3.9	-9.89	8.34	-8.27	5.84	7.4
7.97	-10.47	7.14	6.36	4.4	1.13
-5.95	-0.48	7.95	10.75	-5.21	0.13
-1.69	9.22	9	-3.3	2.24	8.21
-8.54	7.03	2.49	2.25	3.51	-8.24
-2.64	-2.18	-8.3	3.1	2.85	-10.02
3.32	-6.7	-8.3	-1.76	10.68	-4.75
-5.95	-1.73	-5.4	1.84	-4.55	6.61
-8.66	5.06	-0.28	2.93	5.93	7.23
-6.15	-6.37	-10.17	-2.4	-4.79	-9.63
6.34	8.56	1.04	2.67	-1.6	-6.84
-2.17	-0.86	10.72	5.46	-1.37	6.67
-4.07	-4.81	-5.99	-5.3	-10.93	-5.02
-8.23	6.22	0.96	-1.6	8.31	4.49
8.44	-6.15	10.02	-9.22	-8.88	-8.79
8.48	1.15	6.25	8.91	5.6	0.54
-6.24	-9.74	10.12	-0.61	-2.79	7.27
8.97	-0.91	-5.92	-8.3	-10.35	-0.08
-0.54	7.68	-5.05	9.44	0.15	-0.35
9.3	-4.27	-4.47	-1.81	9.56	1.79
4.18	-4.48	10.66	8.66	2.68	-1.86
-6.4	-7.42	-7.68	-3.99	5.23	0.27
0.27	3.52	5	-3.72	-9.85	-6.63
1.59	3.26	-4.66	-7.19	-5.86	4.62
6.29	6.79	-4.36	8.9	-2.09	7.99
9.41	4.77	0.24	6.61	8.4	-9.76
7.39	-4.54	-4.7	-7.96	-2.79	4.93
2.78	7	-4.92	-9.01	7.8	0.14
-7.44	8.62	8.92	-9.88	5.54	-7.16
-9.52	6.67	-3.32	-9.36	-5.97	5.56
1.67	1.31	6.15	8.75	3.47	-6.04
2.2	3.78	7.58	-5.74	-4.27	-8.96
5.75	-5.05	-2.59	-4.53	9.58	-4.91
5.06	-5.38	-8.57	-8.42	-3.18	1.94
-7.44	-9.81	-5.96	9.89	6.81	7.3
3.34	2.89	3	8.16	10.09	2.53
-6.47	10.29	1.78	1.58	8.52	-9.27
5.02	-3.47	-5.25	-8.29	-5.41	1.9
4.01	2.37	-1.26	-9.65	-6.64	2.18
8.68	1.44	0.07	8.61	6.13	-9.67
-8.07	3.86	-5.85	-0.69	4.45	-8.82
3.03	-8.78	-5.11	-1.5	-5.87	0.65
-3.08	-2.09	-1.2	3.93	-7.72	-7.73
7.6	7.62	-0.13	-7.81	-8.37	-3.19
2.52	0.37	-9.03	0.84	4.69	-1.01
-2.24	-4.05	-5.19	8.9	-7.9	-3.5
-6.44	0.03	-4.22	4.61	8.31	1.34
-5.54	6.95	-2	-4.17	2.64	-9.23
-5.53	-11.01	9.87	-1.57	2.31	2.51
-5.42	-8.06	11.08	-1.34	-1.08	-6.9
8.61	2.06	-1.72	-4.8	10.65	-1.82
-9.9	0.62	-7.81	2.6	-9.86	-2.12
-10.37	3.95	0.24	8.94	-4.94	5.77
-5.05	3.5	-5.32	9.06	-5.49	4.23
0.46	-9.14	-6.3	8.83	-8.03	-9.08
8.47	0.1	5.38	-10.92	-4.58	5.87
-5.03	3.66	1.23	1.36	4.81	8.55
-7.09	7.8	-1.05	-8.64	-3.02	8.8
-0.71	-7.62	9.85	10.53	-9.85	-8.87
2.36	-9.11	7.45	-4	-2	-2.17
9.3	0.89	-2.22	-2.31	7.82	-4.77
-1.15	7.33	-2.34	-0.23	-5.81	-7.31
-1.84	-5.46	2.73	6.28	9.31	3.03
-4.5	7.9	-0.54	-0.18	1.49	10.58
9.81	-0.28	5.78	-9.21	0.63	8.95
-8.08	9.95	8.84	10.83	-9.88	-1.64
5.76	1.85	1.87	7.89	-0.3	5.58
-2.19	-3.15	8.65	6.59	4.79	3.14
-7.1	-4.28	-7.55	2.4	4.67	-5.6
-7.32	0.78	9.83	2.06	-2.5	-9.34
0.26	-1	4.53	7.99	-8.02	-2.64
7.85	8.56	-0.05	6.35	-6.63	4.35
-3.4	-3.5	-0.5	-9.86	-3.68	0.08
3.21	7.98	9.66	3.99	-1.93	-10.14
-3.11	-8.79	8.51	5.35	0.15	5.24
3.46	2.02	9.05	-10.5	9.08	-4.24
-4.9	-3.7	-6.31	-1.23	-3.33	0.08
-7.48	-9.6	-7.66	1.73	-4.8	-4.47
0.76	-7	-3.2	-0.54	-5.77	-10.06
-8.42	6.35	-2.95	-0.04	4.24	1.42
-9.7	-0.5	-7.56	-6.83	-7.39	4.43
-3.2	1.7	-7.9	-1.1	6.87	-7.42
4.86	5.74	8.53	-3.18	6.22	-0.35
-9.7	-3.73	8.23	-10.1	0.08	4.59
-1.52	-3.79	9.15	2.58	6.67	8.19
6.53	5.13	-6.67	4.2	1.09	-1.63
4.29	4.06	-2.07	-1.19	-6.54	-1.53
0.9	-5.71	-2.3	1.99	7.5	4.6
-0.64	-7.28	1.64	0.9	-7.96	-3.09
-5.49	-4.22	-9.45	8.6	8.21	-0.39
-8.62	-5.62	5.79	0.81	2.4	1.31
5.32	10.55	8.94	-6.54	-2.33	10.44
1.5	-10.49	8.27	1.43	-9.76	2.74
-4.12	9.1	-5.71	10.14	6.75	8.11
10.05	8.82	-3.69	-8.87	6.45	4.47
0.73	1.38	0.3	-0.14	5.86	4.49
6.6	4.91	6.73	-8.65	-9.98	-6.27
5.6	-5.6	8.08	5.15	8.55	3.8
6.02	-2.3	8.9	-6.17	-4.04	0.33
0.68	-10.83	7.52	-7.19	3.59	-2.34
8.81	6.28	0.74	1.18	5.43	-6.03
8.9	8.82	-0.08	-1.8	9.02	-5.78
-7.16	-10.28	1.2	8.57	-5.34	-6.64
7.73	5.7	-1.06	-4.83	7.1	-4.99
